timestamp,account,platform,keyword,stage,error_type,error_message
2026-02-10T17:45:32.880588,acc_01,python_web,,search,TimeoutError,"Locator.scroll_into_view_if_needed: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""[aria-labelledby=\""jobs-sort-dropdown\""]"")
"
2026-02-10T18:09:14.752504,acc_01,python_web,,search,TimeoutError,"Locator.scroll_into_view_if_needed: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""[aria-labelledby=\""jobs-sort-dropdown\""]"")
    - waiting for"" https://www.upwork.com/nx/search/jobs/?q=Data%20Scraping"" navigation to finish...
    - navigated to ""https://www.upwork.com/nx/search/jobs/?q=Data%20Scraping""
"
2026-02-10T18:37:31.706882,acc_01,python_web,,search,TimeoutError,"Locator.scroll_into_view_if_needed: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""[aria-labelledby=\""jobs-sort-dropdown\""]"")
"
2026-02-10T18:40:13.775345,acc_01,python_web,,search,TimeoutError,"Locator.scroll_into_view_if_needed: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""[aria-labelledby=\""jobs-sort-dropdown\""]"")
"
2026-02-10T20:27:53.757892,acc_0001,python_web,,search,Exception,Không tìm thấy search input để nhập từ khóa
2026-02-10T20:30:10.951176,acc_0001,python_web,,search,TimeoutError,"Locator.scroll_into_view_if_needed: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""[aria-labelledby=\""jobs-sort-dropdown\""]"")
"
2026-02-10T20:31:09.776346,acc_0001,python_web,,search,TimeoutError,"Locator.scroll_into_view_if_needed: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""[aria-labelledby=\""jobs-sort-dropdown\""]"")
"
2026-02-10T20:31:53.188105,acc_0001,python_web,,search,Exception,Không tìm thấy search input để nhập từ khóa
2026-02-10T20:32:58.052926,acc_0001,python_web,,search,TimeoutError,"Locator.scroll_into_view_if_needed: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""[aria-labelledby=\""jobs-sort-dropdown\""]"")
"
2026-02-10T20:33:55.292294,acc_0001,python_web,,search,TimeoutError,"Locator.scroll_into_view_if_needed: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""[aria-labelledby=\""jobs-sort-dropdown\""]"")
"
2026-02-10T20:34:35.937653,acc_0001,python_web,,search,Exception,Không tìm thấy search input để nhập từ khóa
2026-02-10T20:35:42.440209,acc_0001,python_web,,search,TimeoutError,"Locator.scroll_into_view_if_needed: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""[aria-labelledby=\""jobs-sort-dropdown\""]"")
"
2026-02-10T20:53:06.798560,acc_0001,python_web,,search,ConnectTimeout,"HTTPSConnectionPool(host='api.telegram.org', port=443): Max retries exceeded with url: /bot8540621108:AAGr7mWnavHdgR5Ox5Sb-uY0vA1W5tHgxng/sendMessage (Caused by ConnectTimeoutError(<HTTPSConnection(host='api.telegram.org', port=443) at 0x221acbcd310>, 'Connection to api.telegram.org timed out. (connect timeout=10)'))"
2026-02-10T20:54:04.709341,acc_0001,python_web,,search,Exception,Không tìm thấy search input để nhập từ khóa
2026-02-10T20:54:53.138762,acc_0001,python_web,,search,Exception,Không tìm thấy search input để nhập từ khóa
2026-02-10T20:55:41.796438,acc_0001,python_web,,search,Exception,Không tìm thấy search input để nhập từ khóa
2026-02-10T20:56:31.568229,acc_0001,python_web,,search,Exception,Không tìm thấy search input để nhập từ khóa
2026-02-10T20:58:12.433715,acc_0001,python_web,,search,Exception,Không tìm thấy search input để nhập từ khóa
2026-02-10T21:31:08.546287,acc_0001,python_web,,search,Exception,Không tìm thấy Navigator trở về trang chủ!
2026-02-10T21:31:40.787654,acc_0001,python_web,,search,TypeError,'NoneType' object is not callable
2026-02-10T21:33:05.040193,acc_0001,python_web,,search,TypeError,'NoneType' object is not callable
2026-02-10T21:33:29.040741,acc_0001,python_web,,search,TypeError,'NoneType' object is not callable
2026-02-10T21:40:34.644100,acc_0001,python_web,,search,TypeError,'NoneType' object is not callable
2026-02-10T21:41:44.384690,acc_0001,python_web,,search,TypeError,'NoneType' object is not callable
2026-02-10T21:42:09.221745,acc_0001,python_web,,search,TypeError,'NoneType' object is not callable
2026-02-10T23:02:07.860651,acc_0001,python_web,,search,ConnectionError,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
2026-02-10T23:03:22.528774,acc_0001,python_web,,search,TimeoutError,"Locator.scroll_into_view_if_needed: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""[aria-labelledby=\""jobs-sort-dropdown\""]"")
"
2026-02-10T23:04:02.125465,acc_0001,python_web,,search,Exception,Không tìm thấy Navigator trở về trang chủ!
2026-02-10T23:26:20.389844,acc_0001,python_web,,search,TimeoutError,"Locator.scroll_into_view_if_needed: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""[aria-labelledby=\""jobs-sort-dropdown\""]"")
"
2026-02-10T23:51:30.454157,acc_0001,python_web,,search,ConnectionError,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
2026-02-10T23:53:15.443478,acc_0001,python_web,,search,ConnectionError,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
2026-02-10T23:56:53.963204,acc_0001,python_web,,search,ConnectionError,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
2026-02-11T00:02:14.787361,acc_0001,python_web,,search,ConnectionError,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
2026-02-11T06:39:31.678568,acc_0001,python_web,,search,Exception,Không tìm thấy search input để nhập từ khóa
2026-02-11T06:40:30.150074,acc_0001,python_web,,search,ConnectionError,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
2026-02-11T06:43:06.416845,acc_0001,python_web,,search,ConnectionError,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
2026-02-11T07:53:04.430987,acc_0001,python_web,,search,TypeError,TelegramNotifier.format_job_message() takes 1 positional argument but 2 were given
2026-02-11T07:56:59.485563,acc_0001,python_web,,search,TypeError,TelegramNotifier.format_job_message() takes 1 positional argument but 2 were given
2026-02-11T12:41:29.958413,acc_0001,python_web,,search,IndexError,list index out of range
2026-02-11T12:51:17.558987,acc_0001,python_web,,search,TimeoutError,"Locator.click: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""article[data-ev-job-uid='2021461267222341030']"")
    - locator resolved to <article eh-i=""true"" impression=""0.5"" data-v-64a3fdd4="""" data-test=""JobTile"" data-ev-position=""1"" data-ev-label-prefix="""" data-ev-page_number=""1"" data-test-key=""2021461267222341030"" data-ev-sublocation=""search_results"" data-ev-job-uid=""2021461267222341030"" data-ev-label=""search_results_impression"" data-ev-job-is_sts_vector_search_result=""null"" class=""job-tile cursor-pointer px-md-4 air3-card air3-card-list px-4x visited"">…</article>
  - attempting click action
    2 × waiting for element to be visible, enabled and stable
      - element is visible, enabled and stable
      - scrolling into view if needed
      - done scrolling
      - <p data-v-63470d6f="""" class=""text-body-sm multiline-text"">We are looking for an experienced data scraping s…</p> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
    - retrying click action
    - waiting 20ms
    - waiting for element to be visible, enabled and stable
    - element is visible, enabled and stable
    - scrolling into view if needed
    - done scrolling
    - <p data-v-63470d6f="""" class=""text-body-sm multiline-text"">We are looking for an experienced data scraping s…</p> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
  2 × retrying click action
      - waiting 100ms
      - waiting for element to be visible, enabled and stable
      - element is visible, enabled and stable
      - scrolling into view if needed
      - done scrolling
      - <p tabindex=""0"" data-v-7961f0b4="""" class=""text-light-on-muted m-0"">↵    Worldwide↵  </p> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
  14 × retrying click action
       - waiting 500ms
       - waiting for element to be visible, enabled and stable
       - element is visible, enabled and stable
       - scrolling into view if needed
       - done scrolling
       - <p data-v-63470d6f="""" class=""text-body-sm multiline-text"">We are looking for an experienced data scraping s…</p> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
     - retrying click action
       - waiting 500ms
       - waiting for element to be visible, enabled and stable
       - element is visible, enabled and stable
       - scrolling into view if needed
       - done scrolling
       - <p data-v-63470d6f="""" class=""text-body-sm multiline-text"">We are looking for an experienced data scraping s…</p> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
     - retrying click action
       - waiting 500ms
       - waiting for element to be visible, enabled and stable
       - element is visible, enabled and stable
       - scrolling into view if needed
       - done scrolling
       - <p tabindex=""0"" data-v-7961f0b4="""" class=""text-light-on-muted m-0"">↵    Worldwide↵  </p> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
     - retrying click action
       - waiting 500ms
       - waiting for element to be visible, enabled and stable
       - element is visible, enabled and stable
       - scrolling into view if needed
       - done scrolling
       - <p tabindex=""0"" data-v-7961f0b4="""" class=""text-light-on-muted m-0"">↵    Worldwide↵  </p> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
  - retrying click action
    - waiting 500ms
    - waiting for element to be visible, enabled and stable
    - element is visible, enabled and stable
    - scrolling into view if needed
    - done scrolling
    - <p data-v-63470d6f="""" class=""text-body-sm multiline-text"">We are looking for an experienced data scraping s…</p> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
  - retrying click action
    - waiting 500ms
"
2026-02-11T12:53:18.210929,acc_0001,python_web,,search,TimeoutError,"Locator.click: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""article[data-ev-job-uid='2021416706687781064']"")
    - locator resolved to <article eh-i=""true"" impression=""0.5"" data-v-64a3fdd4="""" data-test=""JobTile"" data-ev-position=""1"" data-ev-label-prefix="""" data-ev-page_number=""1"" data-test-key=""2021416706687781064"" data-ev-sublocation=""search_results"" data-ev-job-uid=""2021416706687781064"" data-ev-label=""search_results_impression"" data-ev-job-is_sts_vector_search_result=""null"" class=""job-tile cursor-pointer px-md-4 air3-card air3-card-list px-4x visited"">…</article>
  - attempting click action
    2 × waiting for element to be visible, enabled and stable
      - element is visible, enabled and stable
      - scrolling into view if needed
      - done scrolling
      - <p data-v-63470d6f="""" class=""text-body-sm multiline-text"">We are building a targeted outreach list of activ…</p> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
    - retrying click action
    - waiting 20ms
    - waiting for element to be visible, enabled and stable
    - element is visible, enabled and stable
    - scrolling into view if needed
    - done scrolling
    - <p data-v-63470d6f="""" class=""text-body-sm multiline-text"">We are building a targeted outreach list of activ…</p> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
  2 × retrying click action
      - waiting 100ms
      - waiting for element to be visible, enabled and stable
      - element is visible, enabled and stable
      - scrolling into view if needed
      - done scrolling
      - <span class=""flex-1"" data-v-07c62ee7="""">Data Research Specialist – Find Active Multifamil…</span> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
  14 × retrying click action
       - waiting 500ms
       - waiting for element to be visible, enabled and stable
       - element is visible, enabled and stable
       - scrolling into view if needed
       - done scrolling
       - <p data-v-63470d6f="""" class=""text-body-sm multiline-text"">We are building a targeted outreach list of activ…</p> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
     - retrying click action
       - waiting 500ms
       - waiting for element to be visible, enabled and stable
       - element is visible, enabled and stable
       - scrolling into view if needed
       - done scrolling
       - <p data-v-63470d6f="""" class=""text-body-sm multiline-text"">We are building a targeted outreach list of activ…</p> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
     - retrying click action
       - waiting 500ms
       - waiting for element to be visible, enabled and stable
       - element is visible, enabled and stable
       - scrolling into view if needed
       - done scrolling
       - <span class=""flex-1"" data-v-07c62ee7="""">Data Research Specialist – Find Active Multifamil…</span> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
     - retrying click action
       - waiting 500ms
       - waiting for element to be visible, enabled and stable
       - element is visible, enabled and stable
       - scrolling into view if needed
       - done scrolling
       - <span class=""flex-1"" data-v-07c62ee7="""">Data Research Specialist – Find Active Multifamil…</span> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
  - retrying click action
    - waiting 500ms
    - waiting for element to be visible, enabled and stable
    - element is visible, enabled and stable
    - scrolling into view if needed
    - done scrolling
    - <p data-v-63470d6f="""" class=""text-body-sm multiline-text"">We are building a targeted outreach list of activ…</p> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
  - retrying click action
    - waiting 500ms
"
2026-02-11T12:55:16.639381,acc_0001,python_web,,search,TimeoutError,"Locator.click: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""article[data-ev-job-uid='2021416706687781064']"")
    - locator resolved to <article eh-i=""true"" impression=""0.5"" data-v-64a3fdd4="""" data-test=""JobTile"" data-ev-position=""1"" data-ev-label-prefix="""" data-ev-page_number=""1"" data-test-key=""2021416706687781064"" data-ev-sublocation=""search_results"" data-ev-job-uid=""2021416706687781064"" data-ev-label=""search_results_impression"" data-ev-job-is_sts_vector_search_result=""null"" class=""job-tile cursor-pointer px-md-4 air3-card air3-card-list px-4x visited"">…</article>
  - attempting click action
    2 × waiting for element to be visible, enabled and stable
      - element is visible, enabled and stable
      - scrolling into view if needed
      - done scrolling
      - <p data-v-63470d6f="""" class=""text-body-sm multiline-text"">We are building a targeted outreach list of activ…</p> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
    - retrying click action
    - waiting 20ms
    - waiting for element to be visible, enabled and stable
    - element is visible, enabled and stable
    - scrolling into view if needed
    - done scrolling
    - <p data-v-63470d6f="""" class=""text-body-sm multiline-text"">We are building a targeted outreach list of activ…</p> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
  2 × retrying click action
      - waiting 100ms
      - waiting for element to be visible, enabled and stable
      - element is visible, enabled and stable
      - scrolling into view if needed
      - done scrolling
      - <span class=""flex-1"" data-v-07c62ee7="""">Data Research Specialist – Find Active Multifamil…</span> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
  14 × retrying click action
       - waiting 500ms
       - waiting for element to be visible, enabled and stable
       - element is visible, enabled and stable
       - scrolling into view if needed
       - done scrolling
       - <p data-v-63470d6f="""" class=""text-body-sm multiline-text"">We are building a targeted outreach list of activ…</p> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
     - retrying click action
       - waiting 500ms
       - waiting for element to be visible, enabled and stable
       - element is visible, enabled and stable
       - scrolling into view if needed
       - done scrolling
       - <p data-v-63470d6f="""" class=""text-body-sm multiline-text"">We are building a targeted outreach list of activ…</p> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
     - retrying click action
       - waiting 500ms
       - waiting for element to be visible, enabled and stable
       - element is visible, enabled and stable
       - scrolling into view if needed
       - done scrolling
       - <span class=""flex-1"" data-v-07c62ee7="""">Data Research Specialist – Find Active Multifamil…</span> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
     - retrying click action
       - waiting 500ms
       - waiting for element to be visible, enabled and stable
       - element is visible, enabled and stable
       - scrolling into view if needed
       - done scrolling
       - <span class=""flex-1"" data-v-07c62ee7="""">Data Research Specialist – Find Active Multifamil…</span> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
  - retrying click action
    - waiting 500ms
    - waiting for element to be visible, enabled and stable
    - element is visible, enabled and stable
    - scrolling into view if needed
    - done scrolling
    - <p data-v-63470d6f="""" class=""text-body-sm multiline-text"">We are building a targeted outreach list of activ…</p> from <div size=""md"" modalname="""" theme=""air-3-0"" isrouted=""true"" data-v-74022bd3="""" data-v-016a99fa="""" usebodycomponent=""true"" modaltitle=""Job Details"" modalopts=""[object Object]"" data-ev-sublocation=""!slider"" data-fullscreen-placeholder="""" class=""details-slider is-slider-fullscreen air3-fullscreen-element"">…</div> subtree intercepts pointer events
  - retrying click action
    - waiting 500ms
"
